id	guid	telugu	roman	english	pronunciation	register	known_pct	new_words	island	rank	source	raw_rom	flags	notes	unlock_order	unlock_day
S2462	S889adee7c1a9	ఇంక కొంచం ఉప్పు వేయండి.	inka konchaṁ uppu vēyaṇḍi.	Add a little more salt.	IHN-kuh KOHN-chuhm OOP-poo VAY-yuhn-DIH	respectful	75	vēyaṇḍi	Food		anki	iMka koMchaM uppu veyaMDi.				
S2463	S5323fbd10d5a	మార్కెట్ నుంచి కూరగాయలు తేండి.	mārkeṭ nunchi kūragāyalu tēṇḍi.	Buy vegetables from the market.	MAHR-ket NOON-chih KOO-ruh-GAA-yuh-loo TAYN-dih	respectful	75	tēṇḍi	Food		anki	market nuMchi kuragaayalu teMDi.				
S2464	S9d5638ed200d	నాకు రెండు గుడ్లు ఉడకండి.	nāku reṇḍu guḍlu uḍakaṇḍi.	Boil two eggs for me.	NAA-koo REN-doo GOOD-loo OO-duh-KUHN-dih	respectful	75	uḍakaṇḍi	Food		anki	naaku reMDu guDDlu uDakaMDi.				
S2465	Sa16f1ec5600e	రోజు పొద్దున్న చాయ్ తాగ్తాను.	rōju poddunna chāy tāgtānu.	I drink tea every morning.	ROH-joo POHD-doon-nuh CHAAY TAAG-taa-noo		75	tāgtānu	Food-2		anki	roju poddunna chaay taagtaanu.				
S2466	Sb7804f7f0164	నాకు ఆరెంజ్ జ్యూస్ కావాలి.	nāku ārenj jyūs kāvāli.	I want orange juice.	NAA-koo AW-runj JOOS KAA-vaa-lih		75	ārenj	Food-2		anki	naaku orange juice kaavaali.				
S2467	S7a88b90d18c2	ఏ ఫ్లేవర్ ఐస్ క్రీమ్?	ē phlēvar ais krīm?	Which flavor ice cream?	AY FLAY-vuhr IGHS KREEM		75	phlēvar	Food-2		anki	ee flavor ice cream?				
S2468	S5948da747053	ప్లేట్ టేబుల్ మీద పెట్టండి.	plēṭ ṭēbul mīda peṭṭaṇḍi.	Keep the plate on the table.	PLAYT TAY-buhl MAY-duh PET-tuhn-DIH	respectful	75	ṭēbul	Food-2		anki	plate table meeda peTTaMDi.				
S2469	S6c70f8c59664	నాకు పెద్ద స్పూన్ ఇయ్యండి.	nāku pedda spūn iyyaṇḍi.	Give me a big spoon.	NAA-koo PED-duh SPOON IHY-yuhn-DIH	respectful	75	iyyaṇḍi	Food-2		anki	naaku pedda spoon iyyaMDi.				
S2470	S64c980d0d5ef	డిన్నర్ కి బయట వెళ్దామా?	ḍinnar ki bayaṭa veḷdāmā?	Let's go out for dinner.	DIH-nuhr kih BUH-yuh-tuh VEL-daa-MAA		75	veḷdāmā	Food-2		anki	dinner ki bayaTa veLdaamaa?				
S2471	S4c6cd278f60d	నీళ్ళు ఇయ్యండి, దాహంగా ఉంది.	nīḷḷu iyyaṇḍi, dāhangā undi.	Give water, I am thirsty.	NEEL-loo IHY-yuhn-DIH DAAH-uhm GAA OON-dih	respectful	75	iyyaṇḍi	Food-2		anki	neeLLu iyyaMDi, daahM gaa uMdi.				
S2472	S30d636514112	ఈరోజు వాతావరణం చాలా బాగుంది.	īrōju vātāvaraṇaṁ chālā bāgundi.	Today the weather is very good.	EE-roh-joo VAA-taa-vuh-ruh-nuhm CHAA-laa BAAG-oon-dih		75	īrōju	Nature		anki	eeroju vaataavaranM chaalaa baagundi.				
S2473	S2cb9ddfd5a89	వాతావరణం ఒక్క సారిగా మారిపోయింది.	vātāvaraṇaṁ okka sārigā māripōyindi.	The weather changed suddenly.	VAA-taa-vuh-ruh-nuhm OHK-kuh SAA-rih-gaa MAA-rih-POY-een-dih		75	okka	Nature		anki	vaataavaranM okka saarigaa maaripoyindi.				
S2474	Se1c0a58b5241	ఈరోజు ఎండ చాలా ఎక్కువ.	īrōju eṇḍa chālā ekkuva.	The sun is very hot today.	EE-roh-joo EN-duh CHAA-laa EHK-koo-vuh		75	īrōju	Nature		anki	eeroju eMDa chaalaa ekkuva.				
S2475	S61c4facd3416	ఈరోజు వాన వస్తుంది అనిపించింది.	īrōju vāna vastundi anipinchindi.	It looks like rain today.	EE-roh-joo VUH-nuh VUHS-toon-dih UH-nih-PIHM-chihn-dih		75	īrōju	Nature		anki	eeroju vana vasthundi anipiMchindi.				
S2476	Sd5404e0d1f7d	నా కాళ్ళకి మట్టి అంటింది.	nā kāḷḷaki maṭṭi aṇṭindi.	My feet have mud on them.	NAA KAAL-luh-kih MUHT-tih UHN-tihn-dih		75	aṇṭindi	Nature		anki	naa kaaLLaki maTTi aMTindi.				
S2477	S5b22feba54dc	పద్మ మన జాతీయ పుష్పం.	padma mana jātīya puṣpaṁ.	The lotus is our national flower.	PUHD-muh MUH-nuh JAA-tee-yuh POOSH-puhm		75	jātīya	Nature		anki	padma mana jaateeya pushpaM.				
S2478	S694c707e1bf9	ఇది నాకు చాలా ఇంపార్టెంట్.	idi nāku chālā impārṭeṇṭ.	This is important to me.	IH-dih NAA-koo CHAA-laa ihm-POR-tuhnt		75	impārṭeṇṭ	Postpositions		anki	idi naaku chaalaa important.				
S2479	S103ffca31f69	ఆయన హైదరాబాద్ నుంచి వచ్చాడు.	āyana haidarābād nunchi vachchāḍu.	He came from Hyderabad.	AA-yuh-nuh HY-druh-baad NOON-chih VUHCH-chaa-doo		75	haidarābād	Postpositions		anki	aayana Hyderabad nunchi vacchaaaDu.				
S2480	Sd28b50926d6e	ఫోన్ టేబుల్ మీద ఉంది.	phōn ṭēbul mīda undi.	The phone is on the table.	FOHN TAY-buhl MAY-duh OON-dih		75	ṭēbul	Postpositions		anki	phone table meedha undi.				
S2481	S084c5a6e837d	పిల్లి టేబుల్ కింద ఉంది.	pilli ṭēbul kinda undi.	The cat is under the table.	PIHL-lih TAY-buhl KIHN-duh OON-dih		75	ṭēbul	Postpositions		anki	pilli table kiMda undi.				
S2482	S874d0f0cf86b	ఈరోజు లేదా రేపు, చెప్పు.	īrōju lēdā rēpu, cheppu.	Today or tomorrow, tell me.	EE-roh-joo leh-DAA RAY-poo CHEHP-poo		75	īrōju	Postpositions		anki	eeroju ledaa repu, cheppu.				
S2483	Sabe3e6d3ab2f	నువ్వు కోరికితే నేను వస్తాను.	nuvvu kōrikitē nēnu vastānu.	If you want, I will come.	NOOV-voo KOH-rih-kih-TAY NAY-noo VUHS-taa-noo	informal	75	kōrikitē	Postpositions		anki	nuvvu korikite nenu vasthaanu.				
S2484	S1054dce686d0	నేను అన్ని పనులు చేసాను.	nēnu anni panulu chēsānu.	I finished all the work.	NAY-noo UHN-nih PUH-noo-loo CHAY-saa-noo		75	panulu	Quantifiers		anki	nenu anni panulu chesaanu.				
S2485	S3b894bcc8abf	ఇక్కడ ATM ఎక్కడా లేదు.	ikkaḍa ATM ekkaḍā lēdu.	The ATM is nowhere nearby.	IHK-kuh-duh AY-TEE-EHM EHK-kuh-duh LAY-doo		75	ATM	Quantifiers		anki	ikkaDa ATM ekkaDa ledu.				
S2486	S1c194ad00914	నేను ఎప్పుడూ ఢిల్లీ వెళ్ళలేదు.	nēnu eppuḍū ḍhillī veḷḷalēdu.	I have never been to Delhi.	NAY-noo EHP-poo-doo DEHL-lee VEHL-luh-LAY-doo		75	ḍhillī	Quantifiers		anki	nenu eppuDU Delhi veLLaledu.				
S2487	S32f09beaedb3	ఇది ఖచితంగా వర్క్ అవుతుంది.	idi khachitangā vark avutundi.	This will definitely work.	IH-dih KHUH-chih-tuhm-gaa WUHRK UHV-toon-dih		75	vark	Quantifiers		anki	idi khachitaMgaa work avthundi.				
S2488	S9a17f9e2c1a8	నాకు ఇంకా టైమ్ కావాలి.	nāku inkā ṭaim kāvāli.	I need still more time.	NAA-koo IHN-kaa TIME KAA-vaa-lih		75	ṭaim	Quantifiers		anki	naaku iMkaa time kaavaali.				
S2489	Sa8bb0b22faca	నాకు హెల్ప్ చేసినతికి థ్యాంక్స్.	nāku help chēsinatiki thyānks.	Thanks for helping me.	NAA-koo HELP CHAY-sih-nuh-tih-kih THANKS		75	thyānks	Phrases		anki	naaku help chesinatiki thanks.				
S2490	S9519401eaf00	వాడు నాకు థ్యాంక్స్ చెప్పాడు.	vāḍu nāku thyānks cheppāḍu.	He said thanks to me.	VAA-doo NAA-koo THANKS chehp-PAA-doo	informal	75	thyānks	Phrases		anki	vaaDu naaku thanks cheppaaDu.				
S2491	S2fc3dd66503d	నీ రూమ్ కి పో.	nī rūm ki pō.	Go to your room.	NEE ROOM kih POH	informal	75	rūm	Phrases		anki	nee room ki po.				
S2492	Sfd620237834b	అంటే, ఇపుడు ఏమి చేద్దాం?	aṇṭē, ipuḍu ēmi chēddāṁ?	So, what do we do now?	uhn-TAY IHP-poo-doo AY-mih CHAYD-daam		75	ipuḍu	Fillers		anki	ante, ipuDu emi cheddaaM?				
S2493	Sd8526fcaae9f	ఎగ్జామ్ కి బాగా చదువ్వు.	egjām ki bāgā chaduvvu.	Study well for the exam.	EG-zaam kih BAA-gaa CHUH-doov-voo		75	egjām	Fillers		anki	exam ki baagaa chaduvvu.				
S2494	S13af179559f2	నీకు ఏం రంగు ఇష్టం?	nīku ēṁ rangu iṣṭaṁ?	What color do you like?	NEE-koo AYM RUHM-goo IHSH-tuhm	informal	75	ēṁ	Colors		anki	niiku eM raMgu iShTaM?				
S2495	S3661d10684cb	నాకు నల్లపు షూస్ ఉన్నాయి.	nāku nallapu ṣūs unnāyi.	I have black shoes.	NAA-koo NUHL-luh-poo SHOOZ UHN-naa-yih		75	ṣūs	Colors		anki	naaku nallappu shoes unnayi.				
S2496	S92fee2978c14	గులాబీ నా ఫేవరెట్ రంగు.	gulābī nā phēvareṭ rangu.	Pink is my favorite color.	goo-LAA-bee NAA FAY-vrut RUHM-goo		75	phēvareṭ	Colors		anki	gulaabee naa favorite raMgu.				
S2497	Sb515622b7352	టేబుల్ గోధుమ రంగులో ఉంది.	ṭēbul gōdhuma rangulō undi.	The table is brown colored.	TAY-buhl GOH-dhoo-muh RUHM-goo-loh UHN-dih		75	ṭēbul	Colors		anki	table godhuma raMgulo uMdi.				
S2498	S3809cde9fbb0	నాకు గోధుమ షూస్ కావాలి.	nāku gōdhuma ṣūs kāvāli.	I want brown shoes.	NAA-koo GOH-dhoo-muh SHOOZ KAA-vaa-lih		75	ṣūs	Colors		anki	naaku godhuma shoes kaavaali.				
S2499	S7064742a693c	నీ కార్ ఏం రంగు?	nī kār ēṁ rangu?	What color is your car?	NEE KAAR AYM RUHM-goo	informal	75	ēṁ	Colors		anki	nee car eM raMgu?				
S2500	S3bcd39e1ea18	తెల్లపు పూలకి మంచి వాసన.	tellapu pūlaki manchi vāsana.	The white flowers smell good.	TEHL-luh-poo POO-luh-kih MUHN-chih VAA-suh-nuh		75	pūlaki	Colors		anki	tellappu puulaki maMchi vaasana.				
S2501	Sb8d0b6c7ef94	బట్టలు కప్బోర్డ్ లో పెట్టు.	baṭṭalu kapbōrḍ lō peṭṭu.	Keep the clothes in the cupboard.	BUHT-tuh-loo CUP-burd LOH PEHT-too		75	kapbōrḍ	Clothing		anki	baTTalu cupboard lo peTTu.				
S2502	Sed426f7926ce	షర్ట్ కి ఇస్త్రీ చెయ్యి.	ṣarṭ ki istrī cheyyi.	Iron the shirt properly.	SHIRT kih IHS-tree CHAY-yih		75	istrī	Clothing		anki	shirt ki istree cheyyi.				
S2503	Sd0eb201b6d41	నా బ్యాగ్ చాలా హెవీ.	nā byāg chālā hevī.	My bag is very heavy.	NAA BAG CHAA-laa HEH-vee		75	hevī	Clothing		anki	naa bag chaalaa heavy.				
S2504	S70517d9a28ca	జాకెట్ వేసుకో, చలిగా ఉంది.	jākeṭ vēsukō, chaligā undi.	Wear a jacket, it's cold.	JAH-keht VAY-soo-koh CHUH-lih-gaa UHN-dih		75	jākeṭ	Clothing		anki	jacket vesuko, chali gaa uMdi.				
S2505	S450e9c5d2ed6	క్లీన్ షర్ట్ కి మార్చు.	klīn ṣarṭ ki mārchu.	Change into a clean shirt.	CLEAN SHIRT kih MAAR-choo		75	klīn	Clothing		anki	clean shirt ki maarchu.				
S2506	Sf01ba6d53860	ఇవాళ చాలా పని ఉంది.	ivāḷa chālā pani undi.	There's a lot of work today.	IH-vuh-luh CHAA-laa PUH-nih UHN-dih		75	ivāḷa	Work		anki	ivaLa chaalaa pani uMdi.				
S2507	S105169c42a18	రేపు ఆఫీస్ కి రాకు.	rēpu āphīs ki rāku.	Don't come to office tomorrow.	RAY-poo AW-fihs kih RAA-koo		75	rāku	Work		anki	repu office ki raaku.				
S2508	Sde4e1b8f7def	నీ ఫోన్ నాకి ఇవ్వు.	nī phōn nāki ivvu.	Give me your phone.	NEE FOHN NAA-kih IHV-voo	informal	75	nāki	Work		anki	nee phone naa ki ivvu.				
S2509	S27988e3662da	మాకు తగ్గ పరిష్కారం కావాలి.	māku tagga pariṣkāraṁ kāvāli.	We need a quick solution.	MAA-koo TUHG-guh puh-rihsh-KAA-ruhm KAA-vaa-lih		75	tagga	Work		anki	maaku tagga parishkaaram kaavaali.				
S2510	Sf0386299a632	నా దగ్గర డబ్బులు లేవు.	nā daggara ḍabbulu lēvu.	I don't have money.	NAA DUHG-guh-ruh DUHB-boo-loo LAY-voo		75	lēvu	Work		anki	naa daggara DabbuLu levu.				
S2511	Sbb7432e56a06	నీకు డాక్యుమెంట్స్ రిసీవ్ అయ్యాయి?	nīku ḍākyumeṇṭs risīv ayyāyi?	Did you receive the documents?	NEE-koo DAW-kyoo-mehnts rih-SEEV eye-YAA-yih	informal	75	ḍākyumeṇṭs	Work		anki	neeku documents receive ayyaayi?				
S2512	Sc737e6af6d5e	ఇది ఒక్కసారి చెక్ చెయ్యి.	idi okkasāri chek cheyyi.	Check this once.	IH-dih OHK-kuh-saa-rih CHEHK CHAY-yih		75	okkasāri	Work-2		anki	idi okkasaari check cheyyi.				
S2513	S749a7a39d3f7	నేను ఆల్రెడీ కన్ఫర్మ్ చేసాను.	nēnu ālreḍī kanpharm chēsānu.	I confirmed already.	NAY-noo AWL-reh-dee kuhn-FUHRM CHAY-saa-noo		75	ālreḍī	Work-2		anki	nenu already confirm chesaanu.				
S2514	S5f31ea1b535b	ఈ టాపిక్ డిస్కస్ చేద్దాం.	ī ṭāpik ḍiskas chēddāṁ.	Let's discuss this topic.	EE TAW-pihk dihs-KUHS CHAYD-daam		75	ṭāpik	Work-2		anki	ee topic discuss cheddaaM.				
S2515	S6a2253921801	నేను ఇష్యూ ఫిక్స్ చేస్తాను.	nēnu iṣyū phiks chēstānu.	I will fix the issue.	NAY-noo IH-shoo FIHKS CHAYS-taa-noo		75	iṣyū	Work-2		anki	nenu issue fix chestaanu.				
S2516	Se9af9b9ec4ef	ఇవాళ పని స్టార్ట్ చేస్తాను.	ivāḷa pani sṭārṭ chēstānu.	I will start the work today.	IH-vuh-luh PUH-nih START CHAYS-taa-noo		75	ivāḷa	Work-2		anki	ivaLa pani start chestaanu.				
S2517	S7b5b828ea635	నేను ఒక్కసారి ట్రై చేస్తాను.	nēnu okkasāri ṭrai chēstānu.	Let me try once.	NAY-noo OHK-kuh-saa-rih TRY CHAYS-taa-noo		75	okkasāri	Work-2		anki	nenu okkasaari try chestaanu.				
S2518	Sbcb2b8095661	మరొక సారి ట్రై చెయ్యి.	maroka sāri ṭrai cheyyi.	Try again.	MUH-roh-kuh SAA-rih TRY CHAY-yih		75	maroka	Work-2		anki	maroka saari try cheyyi.				
S2519	Sf5a72b92e5f8	నా రిక్వెస్ట్ రిజెక్ట్ చేసారు.	nā rikvesṭ rijekṭ chēsāru.	They rejected my request.	NAA rih-KWEST rih-JEHKT CHAY-saa-roo	respectful	75	rikvesṭ	Work-2		anki	naa request reject chesaaru.				
S2520	S22056914c3c5	మనం ట్రైన్ లో వెళ్దాం.	manaṁ ṭrain lō veḷdāṁ.	We will go by train.	MUH-nuhm TRAYN LOH VEHL-daam		75	veḷdāṁ	Transport		anki	manam train lo veLdaaM.				
S2521	S8a54310e45b3	నేను ఫ్లైట్ బుక్ చేసాను.	nēnu phlaiṭ buk chēsānu.	I booked a flight.	NAY-noo FLITE BOOK CHAY-saa-noo		75	buk	Transport		anki	nenu flight book chesaanu.				
S2522	S31a8049d8939	నేను ట్రాఫిక్ లో ఇరుక్కుకున్నాను.	nēnu ṭrāphik lō irukkukunnānu.	I am stuck in traffic.	NAY-noo TRA-fihk LOH IH-rook-koo-koo-nnaa-noo		75	irukkukunnānu	Transport		anki	nenu traffic lo irukkukunnaanu.				
S2523	S1a37d513dbd2	బస్ ఒక్క సారిగా ఆగిపోయింది.	bas okka sārigā āgipōyindi.	The bus stopped suddenly.	BUHS OHK-kuh SAA-rih-gaa AA-gih-poh-yihn-dih		75	okka	Transport		anki	bus okka saarigaa AgipooyiMdi.				
S2524	S64e7a9380472	నేను ఇవాళ లేట్ అయ్యాను.	nēnu ivāḷa lēṭ ayyānu.	I am late today.	NAY-noo IH-vuh-luh LAYT EYE-yaa-noo		75	ivāḷa	Transport		anki	nenu ivaLa late ayyaanu.				
S2525	Se83e41f26cee	హాస్పిటల్ ఏ దిక్కున ఉంది?	hāspiṭal ē dikkuna undi?	Which direction is the hospital?	HAHS-pih-tuhl AY DIHK-koo-nuh UHN-dih		75	hāspiṭal	Transport		anki	hospital e dikkuna uMdi?				
S2526	S7c4f0561f1ac	ఈ రోజు వెదర్ బాగుంది.	ī rōju vedar bāgundi.	The weather is nice today.	EE ROH-joo WEH-thur BAA-goon-dih		75	vedar	Feelings		anki	ee roju weather baagunDi.		also: Today's weather is good.		
S2527	S2d23cadfef76	వాళ్ళు వచ్చే వీక్ వెళ్తారు.	vāḷḷu vachchē vīk veḷtāru.	They will go next week.	VUHL-loo VUHCH-chay WEEK VEHL-taa-roo		75	vīk	Grammar		anki	vaLLu vacHche week veLtaaru.				
S2528	Sf0186dfc3d1b	నువ్వు టైమ్ కి తినాలి.	nuvvu ṭaim ki tināli.	You must eat on time.	NOOV-voo TIME kih TIH-naa-lih	informal	75	ṭaim	Grammar		anki	nuvvu time ki tinaali.				
S2529	S266e5db34fc8	నేను చిన్నపుడు చాలా ఆడేవాడిని.	nēnu chinnapuḍu chālā āḍēvāḍini.	When I was young, I played a lot.	NAY-noo CHIHN-nuh-poo-doo CHAA-laa AA-day-vaa-dih-nih		75	āḍēvāḍini	Grammar		anki	nenu chinnapuDu chaalaa aaDevaaDini.				
S2530	S85a822c0c2b5	వాడు నాకంటే పొడ్డుగా ఉన్నాడు.	vāḍu nākaṇṭē poḍḍugā unnāḍu.	He is taller than me.	VAA-doo NAA-kuhn-TAY POHD-doo-gaa UHN-naa-doo	informal	75	nākaṇṭē	Grammar-2		anki	vaaDu naakaMTe poDD u gaa unnaaDu.				
S2531	S0e5aff179056	తెలుగు హిందీ కంటే కష్టం.	telugu hindī kaṇṭē kaṣṭaṁ.	Telugu is harder than Hindi.	TEH-loo-goo HIHN-dee kuhn-TAY KUHSH-tuhm		75	hindī	Grammar-2		anki	Telugu Hindi kaMTe kashtaM.				
S2532	Sdd8bcf77ac94	ఆమె పిట్ట లాగా పాడుతుంది.	āme piṭṭa lāgā pāḍutundi.	She sings like a bird.	AA-may PIHT-tuh LAA-guh PAA-doo-toon-dih		75	piṭṭa	Grammar-2		anki	aame piTTa laaga paaDutuMdi.				
S2533	S482a35d290c3	దానిగురించి నీకు ఎంత తెల్సు?	dānigurinchi nīku enta telsu?	What do you know about that?	DAA-nih-goo-RIHN-chih NEE-koo EHN-tuh TEHL-soo	informal	75	telsu	Grammar-2		anki	daaniguriMchi neeku eMta telsu?				
S2534	Sd4712eb4c2bb	ఆ విషయం నాకు తెల్సు.	ā viṣayaṁ nāku telsu.	I know about that matter.	AA VIHSH-uh-yuhm NAA-koo TEHL-soo		75	telsu	Abstract		anki	aa viShayaM naaku telsu.				
S2535	Sb536bfd13ee4	ఈ వాక్యం బైగ్గరగా చద్దవు.	ī vākyaṁ baiggaragā chaddavu.	Read this sentence aloud.	EE VAAK-yuhm BY-guh-ruh-guh CHUHD-duh-voo		75	baiggaragā	Abstract		anki	ee vaakyaM baiggaraga chaddavu.				
S2536	S94842cfac032	ఆ కథ చాలా ఫేమస్.	ā katha chālā phēmas.	That story is very famous.	AA KUH-thaa CHAA-laa FAY-muhs		75	phēmas	Abstract		anki	aa kathaa chaalaa famous.				
S2537	Sc17dc9b00c8d	నేను ఫైల్ ఓపెన్ చేస్తా.	nēnu phail ōpen chēstā.	I'll open the file.	NAY-noo FILE OH-puhn CHAYS-taa		75	phail	Action Verbs		anki	nenu file open chestaa.				
S2538	Secfa5ac90d5b	అంతా నేను ఏర్చాటు చేస్తా.	antā nēnu ērchāṭu chēstā.	I'll arrange everything.	UHN-taa NAY-noo air-CHAA-too CHAYS-taa		75	ērchāṭu	Action Verbs		anki	aMtaa nenu erchaaTu chestaa.				
S2539	Sa798a9d4c338	ఈ ఫైల్ సేవ్ చేయు.	ī phail sēv chēyu.	Save this file.	EE FILE SAVE CHAY-yoo		75	phail	Action Verbs		anki	ee file save cheyu.				
S2540	Saa13a7485ca2	నా నంబర్ సేవ్ చేయండి.	nā nambar sēv chēyaṇḍi.	Save my number please.	NAA NUMBER SAVE CHAY-yun-dee	respectful	75	nambar	Action Verbs		anki	naa number save cheyaMDi.				
