legacy	rom
¯èþ$Ðèþ#Ó AyæþVæü»ZÄôý$ {ç³Ôèý² ¯éMæü$ ™ðþË$çÜ$.	nuvvu aḍagabōye praśna nāku telusu.
†¯èþ»Z™èþ* Ææÿ$_ AyæþVæür… G…§æþ$Mæü$?	tinabōtū ruci aḍagaṭaṁ eṁduku?
´ù  (´ùÆÿ$$¯èþ	pō
)	pōyina
Æ>  (Ðèþ^óþa	rā
)	vaccē
Ðèþ^óþaÐéÆæÿ…	vaccēvāraṁ
)	pōyina saṁvatsaraṁ
Ðèþ^óþa ¯ðþË	vaccēnela
ÐéÆæÿ…	pōyina vāraṁ
Ðèþ^óþa ¯ðþË	pōyina nela
Æøk	rōju
Æøk	tinabōtū ruci aḍagaṭaṁ eṁduku?
&Ar$Ï	-aṭlu
H	ē
A .	a
¯èþ$Ðèþ#Ó Ðèþ*sêÏyìþ¯èþr$Ï ¯óþ¯èþ$ Ðèþ*sêÏyé¢¯èþ$.	nuvvu māṭlāḍinaṭlu nēnu māṭlāḍtānu.
¯èþ$Ðèþ#Ó Ðèþ*sêÏyæþ$¢¯èþ²r$Ï ¯óþ¯èþ$ Ðèþ*sêÏyé¢¯èþ$.	nuvvu māṭlāḍtunnaṭlu nēnu māṭlāḍtānu.
(E…yæþ$	uṁḍu
A™èþ¯èþ$ Æøl M>ïœ ™éVæü$™èþ$¯èþ²r$Ï¯é²yæþ$.	atanu rōjū kāfī tāgutunnaṭlunnāḍu
ÆæÿÑ° A¯èþ²… †¯óþrr$Ï ^ðþÆÿ$$Å.	ravini annaṁ tinēṭaṭlu ceyyi.
Ðèþ$¯èþ ç³° fÇVóürr$Ï ^èþ*yæþ…yìþ.	mana pani jarigēṭaṭlu cūḍaṁḍi.
Mö…™èþÐèþ$…¨	eṁtamaṁdi
AMæüPyæþ A…™èþÐèþ$…¨ Ñ§éÅÆæÿ$¦Ë$ E¯é²Æ>?	akkaḍa aṁtamaṁdi vidyārthulu unnārā?
AMæüPyæþ Ñ§éÅÆæÿ$¦Ë$ A…™èþÐèþ$…¨ E¯é²Æ>?	akkaḍa vidyārthulu aṁtamaṁdi unnārā?
G…™èþÐèþ$…¨	eṁtamaṁdi enni
G…™èþ	eṁta
A…™èþÐèþ$…¨	aṁtamaṁdi anni
A…™èþ	aṁta
C…™èþÐèþ$…¨	iṁtamaṁdi
C°²	inni
C…™èþ	iṁta
°¯èþ² Ðèþ_a¯èþ ºçÜ$Þ	ninna vaccina bassu
°¯èþ² Æ>° ºçÜ$Þ	x ninna rāni bassu
Cç³šyæþ$ ÐèþçÜ$¢¯èþ² ºçÜ$Þ	ippuḍu vastunna bassu
Cç³šyæþ$ Æ>° ºçÜ$Þ	x ippuḍu rāni bassu
Æóÿç³# Ðèþ^óþa ºçÜ$Þ	rēpu vaccē bassu
Æóÿç³# Æ>° ºçÜ$Þ	x rēpu rāni bassu
H/Äôý$	ē/yē
AyìþW¯èþ	aḍigina
AyìþVóü	adigē
Mö¯óþ	konē
´ùÄôý$	pōyē
Mö©ª	koddī
¯èþ$Ðèþ#Ó †sìýt¯èþ Mö©ª ÆæÿÑMìü Møç³… ÐèþçÜ$¢…¨.	nuvvu tiṭṭina koddī raviki kōpaṁ vastuṁdi.
sñýOÐèþ$$ AÆÿ$$¯èþ Mö©ª f¯èþ… GMæü$PÐèþ AÐèþ#™éÆæÿ$.	ṭaiṁu ayina koddī janaṁ ekkuva avutāru
GsêÏ  ( GÌê )	eṭlā
Cç³šyæþ$ Ðèþ$¯èþ… GsêÏ/GÌê Ððþâæýår…?	ippuḍu manaṁ eṭlā/elā veḷḷaṭaṁ?
B ÑçÙÄæý$… ™ðþË$çÜ$MøÐèþr… GsêÏ/GÌê	ā viṣayaṁ telusukōvaṭaṁ eṭlā/elā?
&Aç³šyæþ$	-
Aç³šyæþ$	appuḍu
Aç³šyæþ$	appuḍu
Aç³šyæþ$	appuḍu
&-A…™èþ	-aṁta
&A°²	-anni
&A…™èþ	-aṁta
&A°²	-anni
¯é §æþVæüYÆæÿ ¯èþ$Ðèþ#Ó AyìþW¯èþ…™èþ yæþº$¾ Ìôý§æþ$.	nā daggara nuvvu aḍiginaṁta ḍabbu lēdu.
¯óþ¯èþ$ ^èþ*íÜ¯èþ°² íÜ°Ðèþ*Ë$ GÐèþÆæÿ* ^èþ*yæþÌôý§æþ$.	nēnu cūsinanni sinimālu evarū cūḍalēdu.
Ðéyæþ$ C_a¯èþr$Ï Ìôýyæþ$/Ìôý§æþ$.	vāḍu iccinaṭlu lēḍu/lēdu.
AÑ §öÆæÿ$Mæü$™èþ$¯èþ²r$Ï ÌôýÐèþ#/Ìôý§æþ$.	avi dorukutunnaṭlu lēvu/lēdu
&™ø	-tō
ç³§æþÃ AsêÏ Ðèþ*sêÏyæþr…™ø ¯éMæü$ Møç³… Ðèþ_a…¨.	padma aṭlā māṭlāḍaṭaṁtō nāku kōpaṁ vacciṁdi.
™ø	tō
çÜÇMìü	sariki
ÆæÿÑ Ðèþ^óþaçÜÇMìü ¯óþ¯èþ$ °{§æþ´ùÄæý*¯èþ$.	ravi vaccē sariki nēnu nidrapōyānu.
&ÌZV>	-lōgā
¯èþ$Ðèþ#Ó A¯èþ²… †¯óþÌZV> ¯óþ¯èþ$ ÐèþÝë¢¯èþ$.	nuvvu annaṁ tinē lōgā nēnu vastānu.
Gr$Ðèþ…sìý	eṭuvaṁṭi
Cr$Ðèþ…sìý Ðèþ$°íÙ° ¯óþ¯èþ$ ^èþ*yæþÌôý§æþ$.	iṭuvaṁṭi maniṣini nēnu cūḍalēdu.
Ar$Ðèþ…sìý MæüË… GMæüPyæþ §öÆæÿ$Mæü$™èþ$…¨?	aṭuvaṁṭi kalaṁ ekkaḍa dorukutuṁdi?
±Mæü$ Gr$Ðèþ…sìý E§øÅVæü… M>ÐéÍ?	nīku eṭuvaṁṭi udyōgaṁ kāvāli?
Ìôý§æþ$	lēdu
Ìôý§æþ$	lēdu
Ìôý§æþ$	lēdu
Ìôý§æþ$	lēkapōyiṁdi
Aç³šyæþ$ ¯é §æþVæüYÆæÿ yæþº$¾ ÌôýMæü´ùÆÿ$$…¨.	appuḍu nā daggara ḍabbu lēkapōyiṁdi.
AÆÿ$$…¨	ayiṁdi
¯ðþËË$	nelalu
Hâæý$Ï	ēḷḷu
Væü…rË$	gaṁṭalu
ÆæÿÑ Ðèþ_a Æðÿ…yóþâæý$å AÆÿ$$…¨.	ravi vacci reṁḍēḷḷu ayiṁdi.
¯èþ$Ðèþ#Ó E™èþ¢Ææÿ… Æ>íÜ Æðÿ…yæþ$ Væü…rË$ I…¨.	nuvvu uttaraṁ rāsi reṁḍu gaṁṭalu aiṁdi.
AÆÿ$$…¨	ayiṁdi
Væü…rË$	gaṁṭalu
, ¯ðþËË$	nelalu
, Hâæý$Ï	ēḷḷu
sñýO…	ṭaiṁ  sēpu
M>Ë…	kālaṁ
AÆÿ$$…¨	ayiṁdi
sñýO…	ṭaiṁ/   sēpu/ kālaṁ
¯óþ¯èþ$ ÆæÿÑ° ^èþ*íÜ Æðÿ…yæþ$ ¯ðþËË M>Ë… AÆÿ$$…¨.	nēnu ravini cūsi reṁḍu nelala kālaṁ aiṁdi.
¯óþ¯èþ$ A¯èþ²… †° Væü…rõÜç³# I…¨.	nēnu annaṁ tini gaṁṭa sēpu aiṁdi.
ÆæÿÑ Ðèþ_a Æðÿ…yóþâæýÏ M>Ë… AÆÿ$$…¨.	ravi vacci reṁḍēḷla kālaṁ aiṁdi.
¯èþ$Ðèþ#Ó E™èþ¢Ææÿ… Æ>íÜ Æðÿ…yæþ$ Væü…rËõÜç³# I…¨.	nuvvu uttaraṁ rāsi reṁḍu gaṁṭala sēpu aiṁdi.
™èþÆ>Ó™èþ	tarvāta
¯óþ¯èþ$ Ððþãå¯èþ ™èþÆ>Ó™èþ ÆæÿÑ ÐèþÝë¢yæþ$.	nēnu veḷlina tarvāta ravi vastāḍu.
¯óþ¯èþ$ Ððþãå¯èþ ™èþÆ>Ó™èþ ÆæÿÑ ÐèþçÜ$¢¯é²yæþ$.	nēnu veḷḷina tarvāta ravi vastunnāḍu.
ÐèþçÜ*¢ E…yæþV>	vastū uṁḍagā
¯óþ¯èþ$ C…sìýMìü ÐèþçÜ*¢ E…yæþV> MæüÐèþ$Ë Mæü°í³…_…¨.	nēnu iṁṭiki vastū uṁḍagā kamala kanipiṁciṁdi.
§æþË^èþ$Mø	-dalacukō
§æþË^èþ$Mø	-dalacukō
Mø	kō
Mø	kō
Mø	kō
A¯èþ$	anu
¯óþ¯èþ$ ÆæÿÑ™ø Ðèþ*sêÏyæþ§æþË^èþ$Mæü$¯é²¯èþ$.	nēnu ravitō māṭlāḍadalacukunnānu.
çÜ$Væü$×ý Væü$…r*Ææÿ$ Ððþâæýå§æþË^èþ$MøÌôý§æþ$.	suguṇa guṁṭūru veḷḷadalacukōlēdu
&AMæüPÆóÿÏ§æþ$	-akkarlēdu
¯Œþ	n
&AMæüPÆóÿÏ§æþ$	-akkarlēdu
¯Œþ	n
&Ìê	-lā
&ÌêV>	-lāgā
A°	ani
^ðþç³š	ceppu
ÐðþËÏyìþ…^èþ$	vellaḍiṁcu
A¯èþ$	anu
Æ>Æÿ$$	rāyi
Ayæþ$Væü$	aḍugu
ÆæÿÑ ÐèþçÜ$¢¯é²yæþ$	ravi vastunnāḍu  ani
çÜ$Væü$×ý ^ðþí³µ…¨.	suguṇa ceppiṁdi
A°	ani
A°	ani
A°	ani
A¯èþ$	anu
A¯èþ$	anu
ÆæÿÑ çÜ$Væü$×ý ´ëçÜÆÿ$$…§æþ¯é²yæþ$.	ravi suguṇa pāsayiṁdannāḍu
çÜ$»ê¾Æ>Ðèþ# ÐèþÝë¢¯èþ¯é²yæþ$.	subbārāvu vastānannāḍu.
A°	ani
&™ø	tō
&Mìü/&Mæü$	-ki/-ku
Mö™èþ¢íÜ°Ðèþ* Ðèþ_a…¨	kotta sinimā vacciṁdi ani
çÜ$Væü$×ý Ë™èþ™ø	suguṇa latatō
^ðþí³µ…¨.	ceppiṁdi
çÜ$Væü$×ý   Mö™èþ¢íÜ°Ðèþ* Ðèþ_a…¨	suguṇa   kotta sinimā vacciṁdi ani latatō
^ðþí³µ…¨.	ceppiṁdi
çÜ$Væü$×ý Ë™èþ™ø  Mö™èþ¢íÜ°Ðèþ* Ðèþ_a…¨	suguṇa latatō  kotta sinimā vacciṁdi ani
^ðþí³µ…¨.	ceppiṁdi
Ë™èþ™ø çÜ$Væü$×ý  Mö™èþ¢íÜ°Ðèþ* Ðèþ_a…¨	latatō suguṇa  kotta sinimā vacciṁdi  ani
^ðþí³µ…¨.	ceppiṁdi
çÜ$Væü$×ý Ë™èþ™ø ^ðþí³µ…¨	suguṇa latatō ceppiṁdi kotta sinimā vacciṁdi
A°	ani.
Ë™èþ™ø çÜ$Væü$×ý ^ðþí³µ…¨	latatō suguṇa ceppiṁdi  kotta sinimā vacciṁdi
A°	ani
A¯èþ$	anu
A°	ani
A°	ani
A¯èþ$	anu
A°	ani
A¯èþ$	anu
Vø´ëÌŒý ÆæÿÑ™ø ÆðÿOË$ Ðèþ_a…¨ A¯é²yæþ$.	gōpāl ravitō railu vacciṁdi annāḍu.
Vø´ëÌŒý ÆðÿOË$ Ðèþ_a…¨ A° ÆæÿÑ™ø A¯é²yæþ$.	gōpāl railu vacciṁdi ani ravitō annāḍu.
ÆæÿÑ™ø ÆðÿOË$ Ðèþ_a…¨ A° Vø´ëÌŒý A¯é²yæþ$.	ravitō railu vacciṁdi ani gōpāl annāḍu.
ÆðÿOË$ Ðèþ_a…¨ A° Vø´ëÌŒý ÆæÿÑ™ø A¯é²yæþ$.	railu vacciṁdi ani gōpāl ravitō annāḍu.
A°	ani
A¯èþ$	anu
Vø´ëÌŒý ÆæÿÑ™ø A¯é²yæþ$ ÆðÿOË$ Ðèþ_a…¨ A°.	gōpāl ravitō annāḍu railu vacciṁdi ani.
ÆæÿÑ A¯èþ²… †…sê¯èþ$ A¯é²yæþ$.	ravi annaṁ tiṁṭānu annaḍu.
K	ō
Ðèþ	va
K	ō
6Ðèþ 6 AÆæÿÐðþOÆø…yø	va
K	aravaireṁdō
K	ō
AçÜË$	asalu
AçÜË$	asalu
(AçÜË$	asalu
ÆæÿÑ AçÜË$ ÐèþÝë¢yé?	ravi asalu vastāḍā?
X™èþ AçÜË$ Æ>§é?	gīta asalu rādā?
E…yæþ$	uṁḍu
E…yæþ$	uṁḍu
E…yæþ$	uṁḍu
^èþ§æþ$Ðèþ#™èþ* E…sêyæþ$	cadivi uṁṭāḍu
Ðèþ§æþ$ª	vaddu
Ðèþ§æþ$ª	vaddu
Æ>	rā
Æ>   Æ>   A   Æ>	rā
A…sôý	aṁṭē
^ðþÇ	ceri
Ìôý	lē
Ìôý	lē
Ìôý	lē
BÄæý$¯èþ/BÐðþ$/BÑyæþ/ÐéÆæÿ$ †¯èþVæüËÆæÿ$	āyana/āme/āviḍa/vāru tinagalaru
BÄæý$¯èþ/BÐðþ$/BÑyæþ/ÐéÆæÿ$ †¯èþÌôýÆæÿ$	āyana/āme/āviḍa/vāru tinalēru
K	ō
Æðÿ…yæþ$ Væü…rÌñýO…§ø Ìôý§ø ÆæÿÐèþ$ M>ïœ C_a…¨.	reṁḍu gaṁṭalaiṁdō lēdō rama kāfī icciṁdi.
&ÐèþË Ï	-valla
± ÐèþËÏ ¯éMæü$ E§øÅVæü… Ðèþ_a…¨.	nī valla nāku udyōgaṁ vacciṁdi.
¯èþÐèþ#Ó Ðèþ*rÏyæþr… ÐèþËÏ ÆæÿÑMìü Møç³… Ðèþ_a…¨.	nuvvu māṭlāḍaṭaṁ valla raviki kōpaṁ vacciṁdi.
Æ>ÐéÍ  Ý÷_a…¨  Æ>ÐéÌŸÞ_a…¨.	rāvāli   socciṁdi   rāvālsocciṁdi.
¯óþ¯èþ$/¯èþ$Ðèþ#Ó/Ò$Ææÿ$/Ðéyæþ$/BÐðþ$/Ðéâæý$å AMæüPyæþ E…yéÌŸÞ_a…¨.	nēnu/nuvvu/mīru/vāḍu/āme/vāḷḷu akkaḍa uṁḍālsocciṁdi.
™èþÌê	talā
^ðþÇ	ceri
B Ðèþ$$Væü$YÇMîü ™èþÌê JMæü ç³…yæþ$ CÐèþ#Ó.	ā muggurikī talā oka paṁḍu ivvu.
D ¯èþË$Væü$ÇMîü ™èþÌê Æðÿ…yæþ$ M>Æÿ$$™éË$ CÐèþ#Ó.	ī nalugurikī talā reṁḍu kāyitālu ivvu.
ÆæÿÑMîü Æ>Ðèþ$$Mæü* ÑfÄæý$Mæü* ™èþÌê ç³¨ ç³âæý$å CÐèþ#Ó.	ravikī rāmukū vijayakū talā padi paḷḷu ivvu.
ÑfÄæý$Mæü* ÆæÿÑMîü ^ðþÇ Ðèþ$*yæþ$ ç³#çÜ¢M>Ë$ CÐèþ#Ó.	vijayakū ravikī ceri mūḍu pustakālu ivvu.
Æ>Æÿ$$	rāyi
Æ>âæý$å	rāḷḷu
Æ>Æÿ$$	rāyi
Æ>†	rāti
Æ>Æÿ$$	rāyi
Æ>†	akkaḍa oka rāyi uṁdi.
Æ>†	avi rāḷḷu.
&H &	ē
&AÐóþ &	avē
&Æ> &	rā
&AÆ> &	arā
M>ÐéËÐèþ*Ã! E¯é²yæþÐèþ*Ã!	kāvālammā unnāḍammā!
^ðþç³µÐèþÐèþ*Ã!	ceppavammā
M>ÐéËÄæý*Å! E¯é²yæþÄæý*Å!	kāvālayyā unnāḍayyā!
^ðþç³µÐèþÄæý*Å!	ceppavayyā
M>ÐéÌZÄŒý$! E¯é²yøÄŒý$!	kāvālōy! unnāḍōy!
^ðþç³µÐøÄŒý$!	ceppavōy!
M>ÐéÌôý!	kāvālē!
E¯é²yóþ!	unnāḍē!
^ðþç³µÐóþ!	ceppavē!
M>ÐéÍÆ>!	kāvālirā! unnāḍurā!
^ðþç³µÆ>!	cepparā!
Ðèþ^èþ$a	vaccu
CÐóþÓâæý Ðé¯èþ Mæü$ÆæÿÐèþÐèþ^èþ$a.	ivvēḷa vāna kuravavaccu.
BÄæý$¯èþMæü$ {sê¯ŒþÞçœÆŠÿ M>Ðèþ^èþ$a.	āyanaku ṭrānsfar kāvaccu.
CÐóþÓâæý Ðé¯èþ Mæü$ÆæÿÐèþMæü´ùÐèþ^èþ$a.	ivvēḷa vāna kuravakapōvaccu.
BÄæý$¯èþMæü$ {sê¯ŒþÞçœÆŠÿ M>Mæü´ùÐèþ^èþ$a.	āyanaku ṭrānsfar kākapōvaccu.
Ðèþ^èþ$a	vaccu
Ðèþ^èþ$a	vaccu
Ðèþ^èþ$a	-akapōvaccu
Ðèþ^èþ$a	vaccu
Mæü*yæþ§æþ$	kūḍadu
&Mæü*yæþ§æþ$	kūḍadu
&Ðèþ^èþ$a	-vaccu
&AMæü´ùÐèþ^èþ$a	-akapōvaccu
CÐóþÓâæý ÆæÿÑ Æ>Ðèþ^èþ$a.	ivvēḷa ravi rāvaccu.
CÐóþÓâæý ÆæÿÑ Æ>Mæü*yæþ§æþ$	ivvēḷa ravi rākūḍadu.
CÐóþÓâæý ÆæÿÑ Æ>Ðèþ^èþ$a.	ivvēḷa ravi rāvaccu.
CÐóþÓâæý ÆæÿÑ Æ>Mæü´ùÐèþ^èþ$a.	ivvēḷa ravi rākapōvaccu.
BÄæý$¯èþ	āyana
BÑyæþ	āviḍa
&Arþ	-aṭa
&Arþ	-
Ðéâæýå BÄæý$¯èþ	aṭa
ÆæÿÑ CÐóþÓâæý A¯èþ²… †¯èþÌôý§æþr (†¯èþÌôý§æþ$ + Ar	ravi ivvēḷa annaṁ tinalēdaṭa (tinalēdu-aṭa)
&Arþ	-aṭa
ÐðþÆÿ$$Å	veyyi
ÐóþË$	vēlu
ÐðþÆÿ$$Å	reṁḍu vēlu
G…™èþMæü$ AÐèþ$$Ã™éyæþ$?	eṁtaku ammutāḍu?
CÆæÿÐðþO ÐóþËMæü$ AyæþVæü…yìþ.	iravai vēlaku aḍagaṁdi.
CÆæÿÐðþO ÐóþËMæü$ CÐèþÓyæþ$.	iravai vēlaku ivvaḍu
CÆæÿÐðþO I§æþ$ ÐóþËMæü$ ™èþVæüYyæþ$.	iravai aidu vēlaku taggaḍu
¯érMæü… I§æþ$ Væü…rËMæü$.	nāṭakaṁ aidu gaṁṭalaku?
A¯èþ$	anu
^ðþÆÿ$$Å	ceyyi
ò³r$t	peṭṭu
M>	kā
^ðþÆÿ$$Å	ceyyi
ò³r$t	peṭṭu
M>	kā
ò³r$t	bāguceyyi
Ððþ$$§æþË$M>	vacciṁdi
CÐèþ#Ó	ivvu
CÐèþ#Ó	ivvu
CÐèþ#Ó	ivvu
¯Œþ	n
CÐèþ#Ó	ivvu
Æ>	rā
Æ>	rā
MæüËÐèþ	kalava
MæüË$‹Ü	kalus
CÐèþ#Ó	ivvu
CÐèþ#Ó	ivvu
ÆæÿÑ° Ððþâæýå°Ðèþ#Ó.	ravini veḷḷanivvu.
ÆæÿÑ° Ððþâæýå°Ýë¢yæþ$. (Ððþâæýå°Ðèþ#Ó&™é-&yæþ$)	ravini veḷḷanistāḍu. (veḷḷanivvu-tā-ḍu)
CÐèþ#Ó	ivvu
D	ī
D	veḷḷanivvu!/veḷḷanī
D	āḍanivvu!/āḍanī!
¯óþ¯èþ$	nēnu
¯èþ$Ðèþ#Ó   Ðèþ*sêÏyæþ°Ðèþ#Ó/Ðèþ*sêÏyæþ±.	nuvvu
†¯èþr…	tinaṭaṁ
´ù°ÐèþÓÐèþ$¯èþr…	pōnivvamanaṭaṁ
´ù°ÐèþÓÐèþ$¯èþMæü´ùÐèþr…	pōnivvamanakapōvaṭaṁ
&A…sôý	-aṁṭē
&A…sôý	-aṁṭē
&§æþ$Ææÿ$V>°	-duvugāni/-durugāni
(¯èþ$Ðèþ#Ó) Ayæþ$Væü$§æþ$Ðèþ#V>°	(nuvvu) aḍuguduvugāni
(Ò$Ææÿ$) Ayæþ$Væü$§æþ$Ææÿ$V>°	(mīru) aḍugudurugāni
&Æÿ$$¯é	-inā/-ā/-yinā
&C¯é/&B/	-inā/-ā/-yinā
&Æÿ$$¯é	-yinā
´ù	pō
´ù	pō
´ù	pō-yinā
´ù	nidrapō-yinā
&B	-ā
A¯èþ$	anu
°{§æþ´ù&Æÿ$$¯é	paḍu
&A	-a
&C¯é	-inā
&C¯èþ	-ina
&C¯é	-inā
&A	-a
&B	-ā
&Æÿ$$¯èþ	-yina
&Æÿ$$¯é	-yina
´ù	pō
^èþ§æþ$Ðèþ#	caduvu
Mör$t	koṭṭu
Æ>Æÿ$$	rāyi
^ðþÆÿ$$Å	ceyyi
^èþ*í³…^èþ$	cūpiṁcu
Mö¯èþ$	konu
¡çÜ$Mø	tīsukō
Æ>	rā
^éË$	cālu
™ðþË$çÜ$	telusu
C E	i
C E	u
‹Ü	s
™Œþ	t
™ðþË$çÜ$	telusu
™ðþÍÄŒý$&	teliy-
A  B	a
™ðþÍÄæý$r…Ìôý§æþ$	teliyaṭaṁlēdu
^èþ$	cu
§é^èþ$	dācu
™ø^èþ$	tōcu
^èþ$  ‹Ü	cu s
™Œþ  §Šþ	t
™Œþ  §Šþ	d
^èþ$	cu
™ø^èþ$	tōcu
Ðèþ^èþ$a	vaccu
Æ>	rā
Æ>	rā
±Mæü$ ç³§éÅË$ Ðèþ^èþ$a.	nīku padyālu vaccu.
±Mæü$ Ðèþ_a¯èþ ç³§éÅË$	nīku vaccina padyālu
¯éMæü$ B ç³§æþÅ… Æ>Ìôý§æþ$; ÐéyìþMìü Ðèþ_a…¨.	nāku ā padyaṁ rālēdu; vāḍiki vacciṁdi.
¯øÆæÿ$	nōru
¯øsìý	nōṭi
¯øsìýMìü	nōṭiki
¯øsìý™ø	nōṭitō
&V>	gā
&Væü§é!	gadā
&Mæü§é!	kadā
ÆðÿOË$ Ðèþ_a…¨Væü§é!/Mæü§é?	railu vacciṁdi gadā/kadā?
ÆðÿOË$ Ðèþ_a…¨V>?	railu vacciṁdi gā?
^éÐèþ#	cāvu
Æ>	rā
™óþ	tē
CÐèþ#Ó	ivvu
CÐèþ#Ó	ivvu
^éÐèþ#	cāvu
^èþ‹Ü&	cas-
™Œþ	t
§Šþ	d
^èþ^Œþa &	cacc-
C  H	i
§Šþ	–
^éÐèþ# + H = ^èþ^Œþa&H = ^èþ^óþa	–
^éÐèþ# +   &Æÿ$$ = ^èþ^Œþa&   & Æÿ$$ = ^èþ^éaÆÿ$$	–
CÐèþ#Ó	ivvu
Æ>	rā
Æ>	rā
¡çÜ$Mæü$Æ>	tīsukurā
™óþ	tē
^éÐèþ#	cāvu
¡çÜ$Mæü$Æ>	ivvu
Ððþâæýå°Ðèþ#Ó	veḷḷanivvu
CÐèþ#Ó	ivvu.
A/B	a/ā
™Œþ/§Šþ	a/ā
Æ>	rā
Æ>	rā
Ðèþ‹Ü	vas
Ðèþ^Œþa	vacc
¡çÜ$Mö‹Ü	tīsukos
¡çÜ$Mö^Œþa	tīsukocc
™óþ	tē
™óþ	tē
™ðþ‹Ü	tes
™ðþ^Œþa	tecc
^éÐèþ#	cāvu
^éÐèþ#	cāvu
^èþ‹Ü	cas
^èþ^Œþa	cacc
CÐèþ#Ó	ivvu
CÐèþ#Ó	ivvu
C‹Ü	is
C^Œþa	icc
Ððþâæýå°Ðèþ#Ó	veḷḷanivvu veḷḷanivvu
Ððþâæýå°‹Ü	veḷḷanis
Ððþâæýå°^Œþa	veḷḷanicc
&-´ù	-pō
´ù	pō
E…yæþ$	uṁḍu
-&V>¯óþ	-gānē
ç³#	pu
FVæü$	ūgu
FVæü$	ūgu
Fç³#	ūpu
BVæü$	āgu
Bç³#	āpu
fÆæÿ$Væü$	jarugu
fÆæÿ$ç³#	jarupu
™èþyæþ$‹Ü	taḍus
™èþyæþ$ç³#	taḍupu
MæüË$‹Ü	kalus
MæüË$ç³#	kalupu
¯èþyæþ$^Œþ	naḍuc
¯èþyæþ$ç³#	naḍupu
Ìôý^Œþ	lēc
Ìôýç³#	lēpu
…ç³#	ṁpu
¨Væü$	digu
¨Væü$	digu
¨…ç³#	diṁpu
^éÐèþ#	cāvu
^èþ…ç³#	caṁpu
™ðþVæü$	tegu
™ðþ…ç³#	teṁpu
…^èþ$	ṁcu
_¯èþ$Væü$	cinugu
_¯èþ$Væü$	cinugu
_…^èþ$	ciṁcu
™èþ$¯èþ$Væü$	tunugu
™èþ$…^èþ$	tuṁcu
Ðèþ$$¯èþ$Væü$	munugu
Ðèþ$$…^èþ$	muṁcu
™ðþVæü$	tegu
™ðþ…^èþ$	teṁcu
™ðþ…ç³#	teṁpu,
†ç³š	tippu
†Ææÿ$Væü$	tirugu
ÑÆæÿ$^Œþ	viruc
ÑÆæÿ$Væü$	virugu
C…^èþ$	iṁcu
Mæü§æþ$Ë$	kadulu
Mæü§æþ$Ë$	kadulu
ÐðþË$Væü$	velugu
&´ù	-pō
&ÐðþÆÿ$$Å	-veyyi
&ÐðþÆÿ$$Å	-veyyi
ÐŒþ	v
GÆÿ$$Å	eyyi
ÐðþÆÿ$$Å	veyyi
¡òÜÆÿ$$Å&  &¯èþ$ = ¡õÜ‹Ü&  &¯èþ$ = ¡õÜÔé¯èþ$	–
&C…^èþ$	-iṁcu
&C…^èþ$	-iṁcu
&C…^èþ$	-iṁcu
&C…^èþ$	-iṁcu
&C…^èþ$	-iṁcu
Æÿ$$Å	yyi
Æÿ$$Å	yyi
ÿÄŒý$	y
&C…^èþ$	-iṁcu
¯èþ$	nu
& A¯èþ$	anu
Mö¯èþ$	konu
†¯èþ$	tinu
Ñ¯èþ$	vinu
C‹³	ip
&C…^èþ$	-iṁcu
^Œþ/^èþ$	c/cu
^Œþ/^èþ$	c/cu
‹³	p
&C…^èþ$	-iṁcu
&C…^èþ$	-iṁcu
C‹Ü	is
™Œþ  §Šþ	t
&^óþ™èþ	-cēta
&^óþ™èþ	-cēta
¯óþ¯èþ$	nēnu
¯é&^óþ™èþ	nā-cēta
ÆæÿÑ	ravi
ÆæÿÑ&^óþ™èþ	ravi-cēta
ÆæÿÑ&^óþ™èþ	–
¯óþ¯èþ$	nēnu
¯é	nā
&^óþ™èþ	-cēta
¯óþ¯èþ$	nēnu
ÆæÿÑ&^óþ™èþ	ravi-cēta
Vøí³&°	gōpi-ni
Ë™èþ	lata
±&^óþ™èþ	nī-cēta
»ŸÐèþ$ÃË$	bommalu
XÆÿ$$…_…¨.	gīyiṁciṁdi
&Ìôý	-lē
&Ìôý…yìþ	-lēṁḍi
C¨ ± ç³#çÜ¢MæüÐóþ$ Ìôý!	idi nī pustakamē lē!
CÐóþÓâæý ç³È„æü Ìôý§æþ$ Ìôý…yìþ!	ivvēḷa parīkṣa lēdu lēṁḍi!
Ðèþ…yæþ$Mø	vaṁḍukō
Æ>çÜ$Mø	rāsukō
&Mø	-kō
&Mø	-kō
C	i
E	u
Byæþ$ : Byìþ	āḍu : āḍi
Æ>Æÿ$$ : Æ>íÜ	rāyi : rāsi
^èþ*yæþ$ : ^èþ*íÜ	cūḍu : cūsi
™óþ	tē
™óþ	: tecci
Ðèþ*Ææÿ$a : Ðèþ*Ça	mārcu : mārci
Æ>Æÿ$$…^èþ$: Æ>Æÿ$$…_	rāyiṁcu : rāyiṁci
C	i
E	u
&Mø	-kō
MæüË$‹Ü	kalus
E	u
MæüË$‹Ü	i
E	u
C	i
C	i
E	u
E	u
E	u
^èþ§æþ$Ðèþ# : ^èþ¨Ñ	caduvu : cadivi
MæüË$‹Ü : MæüÍíÜ	kalus : kalisi
í³Ë$^Œþ : í³Í_	piluc : pilici
&Mø	-kō
A¯èþ$	anu
&Mø	-kō
&Mø	caduvukō!
&Mø	caduvukōṁḍi!
